Title,Artist,pre_clean
Ultralight Beam,Kirk_Franklin,i m tryna keep my faith we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything this is everything deliver us serenity deliver us peace deliver us loving we know we need it you know we need it you know we need it that s why we need you now  oh  i pray for paris pray for the parents this is a god dream this is a god dream this is a god dream we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything everything  thing  thing  thing   i m tryna keep my faith but i m looking for more somewhere i can feel safe and end my holy war i m tryna keep my faith  so why send oppression not blessings  why  oh why d you do me wrong   more  you persecute the weak because it makes you feel so strong  to save  don t have much strength to fight so i look to the light  war  to make these wrongs turn right head up high  i look to the light hey  cause i know that you ll make everything alright and i know that you ll take good care of your child oh  no longer am afraid of the night cause i  i look to the light  when they come for you  i will shield your name i will field their questions  i will feel your pain no one can judge they don t  they don t know they don t know foot on the devil s neck  til it drifted pangaea i m moving all my family from chatham to zambia treat the demons just like pam i mean i f ck with your friends  but damn  gina i been this way since arthur was anteater now they wanna hit me with the woo wap  the bam tryna snap photos of familia my daughter look just like sia  you can t see her you can feel the lyrics  the spirit coming in braille tubman of the underground  come and follow the trail i made sunday candy  i m never going to hell i met kanye west  i m never going to fail he said let s do a good ass job with chance three i hear you gotta sell it to snatch the grammy let s make it so free and the bars so hard that there ain t one gosh darn part you can t tweet this is my part  nobody else speak this is my part  nobody else speak this little light of mine glory be to god  yeah i ma make sure that they go where they can t go if they don t wanna ride i ma still give them raincoats know what god said when he made the first rainbow just throw this at the end if i m too late for the intro ugh  i m just having fun with it you know that a nigga was lost i laugh in my head cause i bet that my ex looking back like a pillar of salt ugh  cause they ll flip the script on your ass like wesley and spike you cannot mess with the light look at lil chano from 79th  we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything everything  i m tryna keep my faith but i m looking for more somewhere i can feel safe and end my holy war  father  this prayer is for everyone that feels they re not good enough this prayer s for everybody that feels like they re too messed up for everyone that feels they ve said  i m sorry  too many times you can never go too far when you can t come back home again that s why i need faith  more  safe  war
Before I Die,Kirk_Franklin,brothers and sisters  i m feelin  real good  cause it ain t over  right before i die i gotta live    live out my dreams  so i can be what he planned for me  not just for me but so they can see  much more of him and less of  right before i die i gotta    love my enemies  forgive the past  and set  em free so i can free  free up the things  every blessing god has for me  see it s for me  not just for you  i had to learn from what i ve been through  i can t go through that way again  be hurt by you that way again  it s not the end    i used to be afraid to die  i used to be afraid to try   cause i was too afraid of knowing  what failing looked like  but the sun came to give me life  now i feel like i can touch the sky  i m ready if you re ready    get up and live    right now    get up and live    right now    right before i die i gotta    change  change how i think  change how i speak i m not the same  so when i speak  you don t hear the pain  no longer weak with no one to  right before i die i gotta    become more like you  take up my cross  to count the cost  cause i was lost  that s why i praise you  you re the only god  i don t know what they do    i used to be afraid to die  i used to be afraid to try   cause i was too afraid of knowing  what failing looked like  but the sun came to give me life  now i feel like i can touch the sky  i m ready if you re ready    right now    get up and live    right now    so the next time you think of me  and you wonder where would i be  without each blessing that helped me to see  life is much more than things  and how you live is more than how you sing  when i die what did i really mean  i mean    say what now  say what  say what now   as we proceed  to give you what you need  somebody  anybody  everybody  scream    i used to be afraid to die  i used to be afraid to try   cause i was too afraid of knowing  what failing looked like  but the sun came to give me life  now i feel like i can touch the sky  i m ready if you re ready    right now    get up and live    right now    let s go    lord have mercy  i told you it ain t over for you  i see you livin   i see you makin  it  but you all  right before i live i have to die
Stomp,Kirk_Franklin,lately i ve been going through some things that s really got me down i need someone  somebody to help me come and turn my life around  i can t explain it i can t obtain it jesus your love is so  it s so amazing  it gets me high  up to the sky and when i think about your goodness it makes me want to stomp makes me clap my hands  makes me want to dance and stomp my brother can t you see i ve got the victory stomp  oh  oh  oh  oh  stomp on the enemy  cause i ve got the victory  stomp on the enemy  cause i ve got the victory
Losing My Religion,Kirk_Franklin,i m losing my religion  thank god  i prayed about my decision  how odd  for the man with the mic  to be the man all his life  while christ like stipes did with rem  rev up the rpms  how do i begin to try to paint this sin  of rules   that divides god s people in two    in the beginning  religion created a mask  the reformation helped but soon the patch didn t last  i don t tell  you don t ask  so we created a lie  and for generations  church was where we went to go hide  or we no longer tried  because rules read our relationship was empty inside  leaves you bitter  dry  swift to cut like a razor  swift to call you a traitor   cause you re swift to love taylor  now we got bad blood with our neighbor    who s wrong  who s right  every sunday we re divided  who s black  who s white  c mon  now the man in the mirror never gets race right  he ll never be christ like  never receive good pay  so your faith never rises above minimum wage  so when it s time to save the world  you don t know what to say  to your brother that you love when he tells you he s gay  do you push him away   judge him down till he leaves   give him a gospel he hears or a gospel he sees  love wrapped in truth is the gospel he needs  there s room at the cross for everyone  even me    well  my sins are now clean  the loss now redeemed  religion is a prison but truth sets us free  helps us believe  that the world we re in now is not the world that will be  terror  famine  disease  millions in poverty  hungry  can t sleep  with all of this religion  why these babies can t eat   and if the middle class is gone  how can america see   how can america breathe   when the oxygen is gone from the american dream  and these american streets listen close as they speak  the next time you think america please include me    help the ones that are weak  all they want is a piece  of the pie that you keep  is that too much to ask of those who lay the concrete   still laying on concrete  pop  pop by police  see  they the foundation of the nation  not the 2   not the ones that own the building that the middle class rent  because they make sense    tell me how do you feel   i m the new franklin and i have the new deal  i fight and do right  fdr for real  one nation under god  god  show us the way  the science of opinion  god is not a buffet  you pick what you want so no god on your plate  the preacher isn t god  religion s first mistake  serving stewards  shepherds  not kings  has to die to his flesh everyday like me    one vip  all the other seats in church are free  we re just groupies  god s the celebrity  before 313 ad  before constantine  before the council of nacia  before romans and greeks  before kalvin alexander  luther  before let there be  before history  to the last century  before the death on the tree  before the fall of man  was a picture of me  now to his heart  right before the last three  words he would speak  it is finished    can you believe   i m losing my religion  thank god  helping you lose yours  is my job
123 Victory,Kirk_Franklin,hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  just got laid off  i m doing good  house ain t even paid off  i m doing good  should be afraid but  i m feeling good  all the time you say  god is good   you can calm down  down down don t forget who s in control walls are falling down down down  falling down  get ready for the new jericho you waiting on god he s waiting on you  so what you gon  do   hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  storms raging  i m doing good  see the world changing  i m doing good  i know it s not easy  but life can t defeat me  god is good   you can calm down  down down don t forget who s in control walls are falling down down down get ready for the new jericho you waiting on god he s waiting on you with all you been through now it s on you  so what you gonna do   hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  the battle s not yours it is the lord s  you keep tryin   tried on your own you re not that strong but greater is he that takes up for me  does for everybody  soon they will see my name s victory  my name s victory   hey yo one  two  three we got scores  but we still witnessing that anthem hey yo one  two  three get up we got victory no weapon they throw at me you know it won t prosper  no  hey yo one  two  three get up we got victory  get them hands up  no weapon  no weapon  throwin  the gift shit  they throw at me you know it won t prosper  no  it s all right  and all the people say  i m doing good  see the reason you doing good is because  what s ahead of you  i m doing good  it s what all things that was behind you  i m doing good  see  you got understand  you got understand  i m doing good  that all the things was already arrange before you got here  for you do to good see  and not her  neither has it in him for  i m doing good  god s master plan for his children  see   that s what you are  baby girl  you re god s child  i m doing good  my brother has to move on  you gotta understand that all things are worth considering   i m doing good   i m doing good  man  said i could always write one day people said that it s gonna get ugly one day  i m doing good   i m doing good   it s all right   i m doing good   it s all right   doing good  y all   doing good  y all   it s all right   doing good  y all   doing good  y all   it s all right   doing good  y all   it s all right   doing good  y all 
Wanna Be Happy?,Kirk_Franklin,the truth can hurt you or the truth can change you what would truth do to you  i just wanna be happy but if i keep on doing the things that keep on bringing me pain there s no one else i can blame if i m not happy wasted time but now i can see the biggest enemy it was me so i m not happy  cry yourself to sleep shout and raise your hands it wont change a thing child until you understand  if you re tired of being the same if you re tired of things not changing it s time for you to get out the way don t get stuck in how you feel say jesus take the wheel he knows the road that you need to take  but it only works if  if you wanna be happy  look at yourself and say  don t you wanna be happy i just wanna be happy  but if i keep on giving my heart for people to tear apart the healing will never start so i can be happy will i ever be happy  cry yourself to sleep shout and raise your hands it wont change a thing child until you understand   if i m talking to you then say  if you re tired of being the same if you re tired of things not changing it s time for you to get out the way  you been down too long  don t get stuck in how you feel say jesus take the wheel he knows the road that you need to take  i feel different right here  it s so easy to complain addicted to the pain you give you heart  they push it away  but i got good news for ya  jesus knows just how you feel just let him take the wheel the love you need  he already gave  but the question is  do you wanna be happy  if you re tired of you then say  i just wanna be happy  now if you really mean that  open up your heart and say it   let me hear you say yeah yeah yeah  if you re tired of going in circles  let me hear you say yeah yeah yeah  tired of making the same mistakes  let me hear you say yeah yeah yeah  but now s your chance  let me hear you say yeah  say yeah  yeah yeah  if you re tired of being the same if you re tired of things not changing it s time for you to get out the way  are you ready  come on  don t get stuck in how you feel say jesus take the wheel  what you doin   he knows the road that you need to take  so easy to complain  it s so easy to complain  come on  addicted to the pain you give you heart  they push it away  there s somebody that ll never leave ya  jesus knows just how you feel just let him take the wheel the love you need  he already gave  but the question is  do you wanna be happy  took a long time but i m ready  i just wanna be happy  thank you lord  every day ask yourself  do you wanna be happy  yes  pull over  let him drive  i just wanna be happy
My World Needs You,Kirk_Franklin,show me your face fill up this space my world needs you right now my world needs you right now i can t escape being afraid fill me with you right now my world needs you right now  show me your face fill up this space my world needs you right now my world needs you right now i can t escape being afraid fill me with you right now my world needs you right now  power fall down bring with it a sound that points us to you right now erase substitutes right now fix what i see and god please fix me my world needs you right now let us see you right now  power fall down bring with it a sound that points us to you right now erase substitutes right now fix what i see  and god please fix me  and god please fix me my world needs you right now let us see you right now  every heart in the world  god  needs you to rescue storms have come and torn our hearts in two we need you  show me your face fill up this space  the world needs  my world needs you right now my world needs you right now  storms may come but when we call your name all things change kingdoms fall  one thing forever reigns  is your name the anchor that holds me in my pain stays the same  oh  how sweet  oh  how sweet to know that your great name will never change   that s why i m not ashamed to say   jesus   oh  jesus   nobody like you jesus  jesus   power is in the name jesus  jesus   yes i need you  jesus   that s where the power is  jesus   you have all of the authority  jesus  only you are the great  i am  you re the king of kings  you re the lord of lords  that s why   storms may come  but when we call your name all things change kingdoms fall  one thing forever reigns  is your name oh  how sweet to know that your great name will never change it stays the same  show me your face come fill this space my world needs you right now my world needs you right now
Now Behold the Lamb,Kirk_Franklin, hallelujah    thank you  jesus      now  now behold the lamb   thank you  the precious lamb of god  born into sin that i may live again  the precious lamb of god     now  now behold the lamb  the precious lamb of god   thank you  born into sin that i may live again  the precious lamb of god     holy  holy is the lamb  the precious lamb of god  why you love me so  lord  i shall never know  the precious lamb of god     holy  holy is the lamb  the precious lamb of god  why you love me so  lord  i shall never know  the precious lamb of god    now behold the lamb  the precious lamb of god  born into sin that i may live again  he s the precious lamb of god    when i always didn t do right  i went left  he told me to go right  but i m standing right here  in the midst of my tears  lord  i thank you to be the lamb of god  holy     thank you for the lamb  thank you for the lamb of god   the precious lamb of god  you are the lamb of god   because of your grace  i can finish this race  the precious lamb of god  lamb of god      sing it  baby   even when i broke  broke your heart  my sins tore us apart  but i m standing right here  in the midst of my tears  i claim you to be the lamb of god    new life can begin  yeah    you washed away all my sins   for you washed away  washed away every one of my sins   whom the son sets free   whom the son sets free  is truly free indeed  i claim you to be the lamb of god    now behold the lamb  the precious lamb of god   born into  born into sin that i may live again  the precious lamb of god    oh oh oh  oh oh oh    why you love me so  lord  i shall never know  never know    why you love me so    why you love me so    i ll never know   why you love me so  lord  i shall never know   lamb  i really never knew    i never knew  oh never knew    never knew  no no no   why you love me so  lord  i shall never know  the precious lamb of god    oh oh oh  oh oh oh  oh oh oh     why you  why you love me so  lord  i shall never know  i shall never never never know   the precious lamb of god    woo    praise your holy name  jesus   woohoo    we praise your name  jesus   you love me  jesus  you died for me  jesus  you shed your blood for me  jesus on calvary  thank you for being born for me  jesus  thank you  jesus  for lovin  me so  never never never know  for lovin  me so  yeah  thank you for your blood yeah  why you love me so  lord  i shall never know  the precious lamb of god
Give Me,Kirk_Franklin,mali  let s go get  em   give me that joy i can t explain add extra peace that ll ease my pain i want that love that ll never change give me that  give me that  give me that power to walk away when another god wants to take your place as much of you as i can take give me that  give me that  oh oh oh  anybody ready  oh oh oh  ready for his glory  oh oh oh  if your a seeker for life  oh oh oh  let me tell you this story  oh oh oh  every place that s dark  oh oh oh  he will bring it to light  oh oh oh  hypocritical hearts  back sliders  liars time to get right  oh oh oh  see i include myself  oh oh oh  i cast my own stone  oh oh oh  i m the man in the mirror ya ll  oh oh oh  i can see my wrong  oh oh oh  but i m here by grace  oh oh oh  through christ by faith  oh oh oh  i had to make that choice  i had to open up my mouth and say  give me that joy i can t explain add extra peace that ll ease my pain i want that love that ll never change give me that  give me that  give me that power to walk away when another god wants to take your place as much of you as i can take give me that  give me that  oh oh oh  anybody tired  oh oh oh  you want the show to end  oh oh oh  get the actors off stage  and let the church begin  oh oh oh  do you want a revolution   oh oh oh  you wanna hear new songs   oh oh oh  god is cleaning up house  oh oh oh  and first he s starting right at home  oh oh oh  no more miracle water  prayer cloths for money and fame  oh oh oh  everybody gotta title  but do you know your name  oh oh oh  if we humble ourselves  people  oh oh oh fall on our face  oh oh oh  and ask god everything in me that s not right take it away  gimme that joy i can t explain add extra peace that ll ease the pain i want that love that ll never change give me that  give me that oh i want the power to walk away when another god wants to take your place as much of you lord as i can take give me that  give me that  gimme that joy i can t explain add extra peace that ll ease the pain i want that love that ll never change give me that  give me that oh i want the power to walk away when another god wants to take your place as much of you lord as i can take give me that  give me that  and i choose you today  cause i need you today i can t get away see  there s no escape see what you done to me i m not the same ol  me you took away everything now you re my everything  i choose you today   yeah  cause i need you today  yeah  i can t get away  i can t run from you  see  there s no escape  see what you done to your boy   there s no escape  see what you done to me  i m not the same old me  i m not the same ol  me  you took everything  you took away everything  now your my everything  now you re my everything  give me that god who breathes life into the nostrils of man a sovereign god who predestined creation before time began i want a god who with brilliance and elegance decorated darkness with stars the god who orchestrates the future  at the same time he knows where you are give me that god who supplies my needs  cause he owns all the cattles on the hill and he s the god that wipes my tears  and provides enough to pay all my bills gimmie me that god  that s the god i m talking bout gimmie me that god  that s the god i m talking bout give me that  give me that give me that  ooh ooh o0h  gimme that joy i can t explain add extra peace that ll ease my pain i want that love that ll never change give me that  give me that give me that power to walk away when another god wants to take your place as much of you as i can take give me that  give me that  gimme that joy i can t explain add extra peace that ll ease my pain i want that love that ll never change give me that  give me that give me that power to walk away when another god wants to take your place as much of you as i can take give me that  give me that  gimme that joy i can t explain  gimme that joy i can t explain i m at a loss for words now i m so happy  you make me happy now gimme that joy i can t explain add extra peace that ll  add extra peace that ll ease the pain i want that love that ll never change ya ll give me that  give me that  give me that  oh oh oh oh yeah
Something About the Name Jesus,Kirk_Franklin,something about the name jesus something about the name jesus it is the sweetest thing i know oh how i love the name jesus oh how i love the name jesus it is the sweetest name i know some people say i m crazy but i can t explain the power that i feel when i call your name it s just like fire shut up in my bones the holy ghost is movin and it just won t leave me alone  repeat chorus  sweeter than honey from the honey comb i can feel the holy ghost movin it won t leave me alone at the name of jesus every knee has got to bow you don t have to wait until the fire comes you can go on and shout and praise him right now  repeat chorus  i know i know i know i know  repeat chorus 
Intro,Kirk_Franklin,when i would do good  evil is always present with me ol  wretched man that i am who will free me from this body of death   thanks be to god through christ jesus i m ready  for the fight of my life start the record   
